epoch,train_loss,val_loss,train_acc,val_acc
1,2.4897922523490967,2.1532931378436726,0.09730486524326216,0.17909635274904737
2,2.018938330713307,1.621247804417971,0.18445922296114806,0.2961350027218291
3,1.6131744983663303,1.3336359073626456,0.2845642282114106,0.3794229722373435
4,1.423957691811831,1.2072383683209322,0.328316415820791,0.4115405552531301
5,1.3096542226685455,1.1121272133560887,0.37043518842608797,0.4295046271094175
6,1.2220077780299754,1.0451001497345511,0.3902695134756738,0.4458356015242243
7,1.1536101937961611,0.9772701145970568,0.4151207560378019,0.4893848666303756
8,1.0862876168141329,0.9292234813122238,0.43658849609147127,0.497550353837779
9,1.050402519931288,0.9220474967504885,0.44883910862209775,0.4959172563962983
10,0.9877345534442479,0.8772124309025838,0.4621397736553494,0.5204137180185084
11,0.9490465119302015,0.8349990483918914,0.4777738886944347,0.5345672291780076
12,0.9366610989716935,0.8199868758995376,0.4883910862209777,0.5400108873162766
13,0.9100495403906996,0.8090846094672421,0.4995916462489791,0.5394665215024497
14,0.8999644096055396,0.7976524780545471,0.4972581962431455,0.5470876428960262
15,0.8958642989650878,0.7971590715189245,0.4995916462489791,0.5465432770821992
16,0.9789453762969286,0.8372160962696107,0.47054019367635047,0.5351115949918345
17,0.9395723432535441,0.8843201950119446,0.48314082370785205,0.5231355470876429
18,0.907593151037897,0.8228863469595227,0.4903745187259363,0.528034839412085
19,0.8639065350747389,0.7415398931010105,0.5123089487807724,0.5688622754491018
20,0.846736756718544,0.7370658467889286,0.5114922412787306,0.568317909635275
21,0.8293679755051986,0.7386203914410275,0.5188426087971065,0.5699510070767556
22,0.7978699040404558,0.7241037827700977,0.5349434138373586,0.5808383233532934
23,0.7741366828660428,0.7029215447203128,0.5379768988449423,0.5988023952095808
24,0.7592399926255706,0.6827762136007692,0.5509275463773189,0.5868263473053892
25,0.7323622679073382,0.670548830852602,0.5592112938980283,0.6096897114861187
26,0.7151695372635224,0.6473278714446316,0.5698284914245713,0.5939031028851388
27,0.6792827621389195,0.6442746111862544,0.5817290864543228,0.6102340772999456
28,0.6783635151690856,0.6491640827288495,0.5827791389569479,0.6086009798584648
29,0.6583781663101093,0.6348508813488918,0.5925796289814491,0.6173108328796951
30,0.6455912742185254,0.6163412374066606,0.5933963364834909,0.617855198693522
31,0.644723001000428,0.6150269202389144,0.5993466339983666,0.6222101252041372
32,0.6079508581068034,0.6296083929101345,0.6070470190176176,0.6194882961350027
33,0.6121614424688037,0.608802646739235,0.6132306615330767,0.6385410996189439
34,0.5885437577110983,0.6162484144152152,0.6161474740403687,0.6336418072945019
35,0.5949632323702023,0.644020894784673,0.6133473340333684,0.617855198693522
36,0.5675476965624954,0.6090336591248676,0.632831641582079,0.6309199782253675
37,0.5530892063669836,0.5974124334853955,0.6339983665849959,0.6390854654327708
38,0.5560633131523364,0.600591115803581,0.632131606580329,0.6369080021774632
39,0.5550372870309728,0.5917787236173191,0.6334150040835375,0.6445291235710398
40,0.53620401514048,0.5895640973689183,0.6519659316299148,0.6456178551986935
41,0.5428502080272507,0.6008133405112804,0.6384319215960798,0.6358192705498095
42,0.5387500361861599,0.5851410029047394,0.634698401586746,0.6477953184540011
43,0.523741467043422,0.5872249852786845,0.6444988916112472,0.6494284158954817
44,0.5360610303919396,0.5939366823314777,0.6464823241162058,0.6412629286880784
45,0.5228752376053801,0.5864540220085668,0.6477657216194143,0.6477953184540011
46,0.6543471833716862,0.6609678197698744,0.5994633064986583,0.6145890038105607
47,0.6398272512256995,0.6511391498631086,0.5993466339983666,0.6162221012520414
48,0.6478159138973029,0.6361907466832359,0.5937463539843659,0.6107784431137725
49,0.6007835189035512,0.6544640270925178,0.6071636915179093,0.6064235166031573
50,0.6030621968132378,0.6231929525189511,0.6099638315249096,0.6200326619488297
51,0.5940607194582844,0.6045882786235279,0.6117139190292848,0.648339684267828
52,0.5867588368517531,0.6309738847699319,0.6161474740403687,0.6254763200870985
53,0.5813451175678014,0.639895161793293,0.6190642865476608,0.6222101252041372
54,0.5620340106576567,0.6040697713941742,0.6227978065569946,0.6374523679912901
55,0.5557537998553405,0.5798817757815203,0.6301481740753704,0.6570495372890582
56,0.5522148958541537,0.5928613010735114,0.629914829074787,0.628198149156233
57,0.5406623733995009,0.5865869362132343,0.6409987166024967,0.623298856831791
58,0.5366772196212486,0.6541406362681007,0.635048419087621,0.637996733805117
59,0.525305991366257,0.5889545066822593,0.6443822191109555,0.6548720740337507
60,0.528101720097546,0.5830090630619047,0.643098821607747,0.6548720740337507
61,0.4958991382165434,0.6115695565825386,0.6518492591296231,0.6418072945019053
62,0.503354033182082,0.5880933410458157,0.6587329366468323,0.6614044637996733
63,0.49689027039426975,0.5882926632609131,0.664333216660833,0.6565051714752314
64,0.49337516454370195,0.5721423711605415,0.6597829891494574,0.663581927054981
65,0.4740067765685199,0.5732480947518388,0.6621164391552911,0.6652150244964616
66,0.4752630467781204,0.5746666309816655,0.6718002566795006,0.6565051714752314
67,0.4503887024716894,0.5639538867160816,0.6767005016917512,0.6641262928688079
68,0.43357581001028495,0.6372575407840665,0.6824174542060436,0.6358192705498095
69,0.4416619097041828,0.5659055316584488,0.6748337416870843,0.6695699510070767
70,0.43213408587346375,0.5838344900842977,0.6894178042235445,0.6467065868263473
71,0.43856580512148957,0.5895837148895845,0.6805506942013767,0.6744692433315188
72,0.4163344894528125,0.598083895772582,0.6886010967215027,0.6668481219379423
73,0.41336456310469494,0.6357282378067448,0.6931513242328783,0.6418072945019053
74,0.4034083632476521,0.6143234924382338,0.6993349667483374,0.6537833424060969
75,0.4030520914107467,0.60003795845066,0.7041185392602963,0.6592270005443658
76,0.3896555039084593,0.5837866304098553,0.7041185392602963,0.6717474142623843
77,0.3974051678970694,0.5719494377067703,0.7061019717652549,0.6739248775176919
78,0.3818802082813992,0.5851763545266299,0.7089021117722553,0.6755579749591726
79,0.3835519443153848,0.5692900251161163,0.714852409287131,0.6799129014697877
80,0.37302085472480123,0.5982976733632366,0.715202426788006,0.6614044637996733
81,0.3595057253401695,0.5848462529070817,0.7188192742970482,0.6826347305389222
82,0.35702476678380274,0.5805842638275321,0.7213860693034652,0.678279804028307
