epoch,train_loss,val_loss,train_acc,val_acc
1,2.4863447399738026,2.1849249729204256,0.10010500525026252,0.1377245508982036
2,2.0834754478025985,1.8115458671463918,0.16555827791389569,0.2689167120304845
3,1.6983645767887976,1.3908117865503775,0.269046785672617,0.3592814371257485
4,1.4600551411007072,1.2996245283242083,0.32563294831408235,0.3658138268916712
5,1.3227489059689916,1.1957308639958297,0.37486874343717186,0.39629831246597713
6,1.216111297619105,1.0464064601847316,0.38676933846692335,0.4458356015242243
7,1.118750715294681,0.941583236469545,0.42422121106055305,0.49373979314099076
8,1.0523946085105267,0.9333956242905536,0.44813907362034766,0.5002721829069134
9,1.0092224498819322,0.8680255886777692,0.4523392836308482,0.5198693522046816
10,0.9701480628339514,0.8385337060018279,0.4727569711818924,0.5220468154599891
11,0.9252287395400186,0.8431297537744467,0.4923579512308949,0.5329341317365269
12,0.9035308358549946,0.8081942160102292,0.5027418037568545,0.5410996189439303
13,0.8882288163315525,0.8024757361373113,0.501458406253646,0.542732716385411
14,0.865852946168886,0.794172559020697,0.517209193793023,0.5470876428960262
15,0.8658131359269134,0.7990797881075528,0.5048419087621048,0.54817637452368
16,0.9565777199895056,0.8235716828523801,0.4873410337183526,0.5492651061513337
17,0.9285813979000433,0.7901866051510876,0.4902578462256446,0.5416439847577572
18,0.8942800524381923,0.8045019098254864,0.49947497374868743,0.537833424060969
19,0.8553292484826432,0.773138994131,0.5124256212810641,0.5606967882416984
20,0.8332889568859938,0.7681186346820859,0.5218760938046902,0.5498094719651606
21,0.8096434880465725,0.7152658937804129,0.5361101388402754,0.5857376156777354
22,0.7864843320852121,0.6990448983064733,0.5412437288531093,0.587915078933043
23,0.7544278081594722,0.711044337513269,0.559677983899195,0.5797495917256397
24,0.7634057901228564,0.6644776519316983,0.5615447439038619,0.5939031028851388
25,0.7275740692932899,0.7001799126001046,0.5586279313965699,0.5857376156777354
26,0.6894184138654981,0.6712073989062447,0.5747287364368219,0.6096897114861187
27,0.6989186446887306,0.6620684440004871,0.5802123439505309,0.6009798584648884
28,0.6737026542115693,0.6587940073882878,0.5803290164508226,0.6064235166031573
29,0.657085819639941,0.6487939424922301,0.5980632364951581,0.6102340772999456
30,0.6324648848354378,0.6480299055608771,0.5936296814840742,0.6091453456722917
31,0.6111713295193762,0.6358759666696215,0.605063586512659,0.6167664670658682
32,0.6195966294690534,0.6255188974986339,0.597013183992533,0.6162221012520414
33,0.6110879460775842,0.626671732607651,0.61276397153191,0.6151333696243876
34,0.5888146886106773,0.6241840491751711,0.6188309415470774,0.6140446379967338
35,0.5784189037786539,0.6177137567092363,0.6268813440672033,0.6363636363636364
36,0.5644812332528181,0.6162162811845687,0.6266479990666199,0.6238432226456179
37,0.5635904267007836,0.6052832575550401,0.6332983315832458,0.6287425149700598
38,0.5519828033995259,0.6309184560843246,0.6377318865943297,0.6075122482308111
39,0.5516713797288102,0.6166612856661943,0.637965231594913,0.6216657593903103
40,0.5407904144026632,0.6124602073421281,0.635048419087621,0.6200326619488297
41,0.5323807057651724,0.6152145903137759,0.6393653015984132,0.6189439303211758
42,0.5279851352934826,0.6045416847934006,0.6436821841092054,0.6292868807838867
43,0.5254433488932058,0.6044565664404556,0.6486991016217477,0.6287425149700598
44,0.5247437756309958,0.6094080101035507,0.6479990666199976,0.6222101252041372
45,0.5155837790939052,0.6036558352090382,0.6470656866176642,0.6243875884594448
46,0.6404642082751667,0.6302985866951047,0.6029634815074087,0.6086009798584648
47,0.628136312776596,0.6709095645872354,0.5946797339866994,0.6037016875340229
48,0.6218277557618614,0.645383610534616,0.6055302765138257,0.6096897114861187
49,0.6180123487586751,0.6284227151875919,0.6066970015167426,0.623298856831791
50,0.5868296222458113,0.616359069253935,0.6169641815424105,0.6374523679912901
51,0.5972327166337448,0.6225015720272428,0.6201143390502859,0.6238432226456179
