epoch,train_loss,val_loss,train_acc,val_acc
1,2.2679846350211,2.1560532480543215,0.11798342863811413,0.16176470588235295
2,1.7610200242187113,1.8042924557376272,0.20492472867312406,0.2222222222222222
3,1.4631075898022563,1.0338593016262927,0.25335511728323024,0.4188453159041394
4,1.2424510845936003,1.0250329651863745,0.31065468549422337,0.4335511982570806
5,1.1651279374214547,0.8447251840614286,0.3216244602637414,0.5103485838779956
6,1.071140939852142,0.8231411113977952,0.3834753180067686,0.5092592592592593
7,1.0342486300063893,0.7088628310004091,0.40401447076671726,0.559368191721133
8,1.017755609741705,0.6455509431481621,0.40599836620375773,0.5806100217864923
9,1.0112937879835047,0.6696006994621426,0.38370871746994983,0.5784313725490197
10,0.9311463759123256,0.571187563711262,0.40541486754580464,0.6105664488017429
11,0.8618441903962598,0.6214274205673235,0.43797409265958687,0.5980392156862745
12,0.8468587732757455,0.5680440033183378,0.4454428754813864,0.6040305010893247
13,0.808409169669301,0.629491729154566,0.47135021589450343,0.5866013071895425
14,0.7606688183001423,0.5476412749757954,0.5081106313455479,0.6181917211328976
15,0.7908298335591224,0.5130602309646689,0.4677325242151943,0.6377995642701525
16,0.7929212855463588,0.4985548488974311,0.4738009102579064,0.644880174291939
17,0.7560407962080116,0.45073730337853524,0.49037227214377405,0.6797385620915033
18,0.7381989040269306,0.5192748953574103,0.4931730657019489,0.6367102396514162
19,0.750864166691195,0.4621476845284173,0.496790757381258,0.6633986928104575
20,0.6401446062898898,0.5264080384977503,0.5267825884000467,0.6530501089324618
21,0.7134313406938988,0.40924547466577266,0.522114599136422,0.6993464052287581
22,0.7232314202008941,0.4221327523000879,0.48663788073287434,0.6873638344226579
23,0.6335217833644187,0.4222140355697125,0.5222312988680126,0.6840958605664488
24,0.6663765059787315,0.41714003026355584,0.5547905239817948,0.6955337690631809
25,0.6532194721356533,0.4230095046797609,0.5368187653168398,0.6928104575163399
26,0.615279581335604,0.3916245391166288,0.5285330843739059,0.6971677559912854
27,0.638543152060694,0.3804422755906265,0.5854825533901272,0.7053376906318083
28,0.6837077760330533,0.3937958263363973,0.5119617224880383,0.7009803921568627
29,0.6576647833885257,0.3790583579368841,0.5421869529700082,0.7129629629629629
30,0.5206239422765214,0.36265294659631186,0.5875831485587583,0.7173202614379085
31,0.5673687561680436,0.3612201140467118,0.5715952853308437,0.7227668845315904
32,0.5650040170305849,0.35587198840766693,0.5243318940366437,0.7287581699346405
33,0.6285407754431418,0.3558592892420318,0.5816314622476368,0.7265795206971678
34,0.5373838859756875,0.35967016797959156,0.5505893336445327,0.7189542483660131
35,0.5921385298950528,0.35731530819323587,0.5057766367137355,0.724400871459695
36,0.753533169385474,0.5114808309831391,0.5114949235616758,0.6459694989106753
37,0.7504912323859347,0.48475994458645255,0.48161979227447776,0.6481481481481481
38,0.7099860138258198,0.5409133777119755,0.49293966623876767,0.6263616557734205
39,0.7455800744411561,0.5873835890641139,0.46878282179950986,0.6062091503267973
40,0.8044749946289016,0.4722309260586508,0.4729840121367721,0.6661220043572985
41,0.7107383868549345,0.4481458032832426,0.4883883767067336,0.6666666666666666
42,0.7812829148200391,0.4909202342199604,0.47193371455245653,0.6595860566448801
43,0.7745175178972784,0.4823187525365867,0.521181001283697,0.6557734204793029
44,0.686376764193092,0.5008604420036532,0.47473450811063134,0.6628540305010894
45,0.7216873879624103,0.413225909593578,0.5044929396662388,0.6928104575163399
46,0.7586230178817817,0.4995149760983868,0.47321741159995334,0.6377995642701525
47,0.6771284255524863,0.5756364486835621,0.4651651301202007,0.5806100217864923
48,0.7023921171263032,0.4919138918255409,0.5448710467965924,0.6296296296296297
49,0.6551722964518183,0.4400222213179977,0.5388026607538803,0.6748366013071896
50,0.6423583620521649,0.4306143800157867,0.5243318940366437,0.673202614379085
51,0.6952519526850567,0.513937726909039,0.49667405764966743,0.6388888888888888
